text,joint
Although it was slow but I felt it was ok for the price you have bought it.,"LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#GENERAL/neutral,LAPTOP#PRICE/neutral"
I should have waited to find a higher quality computer.,LAPTOP#QUALITY/negative
I would like to have volume buttons rather than the adjustment that is on the front.,LAPTOP#DESIGN_FEATURES/negative
"Things just work, they are fluid, easy to use and understand, fast and work well.","LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#USABILITY/positive"
And it is impossible to get them back in.,LAPTOP#QUALITY/negative
The worst computer I have ever laid my eyes upon.,LAPTOP#GENERAL/negative
They definitely have a superior product!,"COMPANY#GENERAL/positive,LAPTOP#GENERAL/positive"
The computer itself runs very quiet and is mostly cool to the touch.,LAPTOP#QUALITY/positive
Size is perfect and display is beautiful!,"LAPTOP#DESIGN_FEATURES/positive,DISPLAY#GENERAL/positive"
An absolutely hateful machine that no one should get of their own free will.,LAPTOP#GENERAL/negative
I should have bought something better.,LAPTOP#GENERAL/negative
I have a little bit of a learning curve with the keyboard shortcuts.,KEYBOARD#USABILITY/neutral
There is a chance mine is defective but regardless I'm not going to try another one this is a terrible product.,LAPTOP#GENERAL/negative
It has worked fine.,LAPTOP#OPERATION_PERFORMANCE/positive
"From the start, when you open the box you see a completely different class of machine.",LAPTOP#GENERAL/positive
"But the  touchpad is soooooooooo big that whenever I am typing, my palm touches some part of it and then the cursor goes somewhere else and it's really annoying.","MOUSE#USABILITY/negative,MOUSE#DESIGN_FEATURES/negative"
"Overall, a great laptop for simply doing basic things and web-browsing.",LAPTOP#MISCELLANEOUS/positive
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,"LAPTOP#DESIGN_FEATURES/positive,LAPTOP#USABILITY/positive"
Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,BATTERY#OPERATION_PERFORMANCE/positive
This netbook went bad on me after 3 days.,LAPTOP#QUALITY/negative
None of the techs at HP knew what they were doing.,SUPPORT#QUALITY/negative
they have not sent a new one nor called.,SUPPORT#QUALITY/negative
I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine.,"LAPTOP#PRICE/positive,LAPTOP#DESIGN_FEATURES/positive,LAPTOP#MISCELLANEOUS/positive"
"Bottom line, I doubt you'd be overly disappointed if you invest in this machine.",LAPTOP#GENERAL/positive
My laptop is almost 2yrs old and I have never had any problems with it.,LAPTOP#GENERAL/positive
2) Blue screen first month,"LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#QUALITY/negative"
the manufacturer's warranty only covers replacement/repair of parts.,WARRANTY#GENERAL/negative
"I would recommend it, for anybody needing a reliable simple laptop.",LAPTOP#QUALITY/positive
NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,COMPANY#GENERAL/negative
Computer was DOA.,LAPTOP#QUALITY/negative
"Count me as extremely satisfied, it's a perfect computer.",LAPTOP#GENERAL/positive
"They have held up well not just in our sales department, but also in our service department where they are exposed to dust, exhaust, grease, oil, and all manner of other non-computer-friendly substances.",LAPTOP#QUALITY/positive
I dont understand how anyone can think this is a great product worth purchasing.,LAPTOP#GENERAL/negative
Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,SUPPORT#QUALITY/negative
This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!,"LAPTOP#USABILITY/negative,LAPTOP#GENERAL/positive"
It takes a long time to get on the Web and to change Web Sites.,"LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#CONNECTIVITY/negative"
I should have bought one a long time ago.,LAPTOP#GENERAL/positive
lots of extra space but the keyboard is ridiculously small.,"KEYBOARD#DESIGN_FEATURES/negative,LAPTOP#DESIGN_FEATURES/neutral"
It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,"LAPTOP#CONNECTIVITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
The laptop is gorgeous.,LAPTOP#GENERAL/positive
"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.","DISPLAY#DESIGN_FEATURES/positive,LAPTOP#PORTABILITY/negative"
"I could go on and on, but suffice it to say, if you want to spend $400+ on a laptop, don't buy this one!","LAPTOP#PRICE/negative,LAPTOP#GENERAL/negative"
i give this laptop a five star review i love it and it has done chams for me.,LAPTOP#GENERAL/positive
"Being only 2 months old, I am not a happy camper!",LAPTOP#QUALITY/negative
for being so small it is amazing that it is as fast as it is.,"LAPTOP#DESIGN_FEATURES/neutral,LAPTOP#OPERATION_PERFORMANCE/positive"
I am going to go back and return at Store I bought from!,LAPTOP#GENERAL/negative
"IT WANT TAKE IT, IT KEEP SAYING ERROR.",LAPTOP#MISCELLANEOUS/negative
Clear picture on it and everything.,MULTIMEDIA_DEVICES#QUALITY/positive
I love my macbook pro!,LAPTOP#GENERAL/positive
The newer MacBook that I have purchased is one of the best computers.,LAPTOP#GENERAL/positive
No Viruses!,LAPTOP#QUALITY/positive
"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.","LAPTOP#DESIGN_FEATURES/positive,LAPTOP#QUALITY/positive"
"Still under warrenty so called Toshiba, no help at all.",SUPPORT#QUALITY/negative
Peformance is good for the price.,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#PRICE/neutral"
They sent me a replacement part and without informing me are requiring that I return it within 15 days or contact them and let them know the broken part will be returned later.,SUPPORT#QUALITY/negative
"Today, it hasn't worked at all more than it has.",MOUSE#OPERATION_PERFORMANCE/negative
It has a wide screen and it's easy to use.,"LAPTOP#USABILITY/positive,DISPLAY#DESIGN_FEATURES/positive"
Acer won't replace the laptop.,SUPPORT#QUALITY/negative
"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",LAPTOP#CONNECTIVITY/negative
both upgrades were quickly accomplished after purchasing the necessary Product Key.,LAPTOP#USABILITY/positive
I find myself using the 10-key more than I thought I would.,"KEYBOARD#USABILITY/positive,KEYBOARD#DESIGN_FEATURES/positive"
Lightweight and the screen is beautiful!,"LAPTOP#DESIGN_FEATURES/positive,DISPLAY#GENERAL/positive"
"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.","SUPPORT#PRICE/negative,SUPPORT#QUALITY/negative"
the mouse pad and buttons are the worst i've ever seen.,MOUSE#GENERAL/negative
it does have a habit of restarting itself when you try to do the log in pw. but over all. im very satisfied.,"LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#GENERAL/positive"
I hate the display screen and I have done everything I could do the change it.,DISPLAY#GENERAL/negative
They are so realistic I am just speechless.,GRAPHICS#QUALITY/positive
"Let me tell you, this machine is great.",LAPTOP#GENERAL/positive
Would not buy it again.,LAPTOP#GENERAL/negative
"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.","MEMORY#DESIGN_FEATURES/neutral,LAPTOP#OPERATION_PERFORMANCE/negative"
Love it.,LAPTOP#GENERAL/positive
Too often I would find it not being able to stay connected to the internet.,LAPTOP#CONNECTIVITY/negative
i also love having the extra calculator number set up on the keyboard which most laptops do not have.,KEYBOARD#DESIGN_FEATURES/positive
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,CPU#OPERATION_PERFORMANCE/negative
Amazing Quality!,LAPTOP#QUALITY/positive
This computer is the ideal college companion.,LAPTOP#MISCELLANEOUS/positive
Screen is crystal clear and the system is very responsive.,"LAPTOP#OPERATION_PERFORMANCE/positive,DISPLAY#QUALITY/positive"
It doesn't get heated up much even after continuous usage.,LAPTOP#QUALITY/positive
Even the sound is fantastic,MULTIMEDIA_DEVICES#QUALITY/positive
"A coupla months later, they change my hard drive.",HARD_DISC#QUALITY/negative
Recommended to people as their first laptop.,LAPTOP#MISCELLANEOUS/positive
"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.","LAPTOP#USABILITY/positive,LAPTOP#GENERAL/positive"
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",OS#DESIGN_FEATURES/positive
Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,"POWER_SUPPLY#DESIGN_FEATURES/negative,POWER_SUPPLY#OPERATION_PERFORMANCE/negative"
i really have nothing negative to say about it.,LAPTOP#GENERAL/positive
"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",LAPTOP#MISCELLANEOUS/positive
"So far, so good.",LAPTOP#GENERAL/positive
This computer is good for 10 days then it sucks for the rest of your life.,LAPTOP#QUALITY/negative
"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.","LAPTOP#GENERAL/positive,LAPTOP#DESIGN_FEATURES/positive,LAPTOP#PORTABILITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
It is very well built.,LAPTOP#QUALITY/positive
"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!",LAPTOP#GENERAL/positive
This is now my 3rd MacBook Pro and I really honestly love it!,LAPTOP#GENERAL/positive
It made the computer much easier to use and navigate.,LAPTOP#USABILITY/positive
"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",SUPPORT#QUALITY/negative
It is very difficult to use this computer.,LAPTOP#USABILITY/negative
"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...",COMPANY#GENERAL/negative
"Yes, it's running and old type processor so, hey, don't even try gaming on it.","CPU#DESIGN_FEATURES/neutral,LAPTOP#MISCELLANEOUS/negative"
The Computer Is Horrible Its To Slow.,"LAPTOP#GENERAL/negative,LAPTOP#OPERATION_PERFORMANCE/negative"
"My only concern is that since the battery is not external, I will not be able to change it out once it starts not to hold a good charge over a length of time.",LAPTOP#DESIGN_FEATURES/negative
"Oh, it is such a great piece of equipment.",LAPTOP#GENERAL/positive
I would easly reccomend this laptop to a friend.,LAPTOP#GENERAL/positive
From the second you open the box you will fall in love with this computer!,LAPTOP#GENERAL/positive
Remember to do your research first before consider buying a toshiba product.,COMPANY#GENERAL/negative
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.","SOFTWARE#USABILITY/positive,SOFTWARE#MISCELLANEOUS/positive"
"Not a bad laptop, it's a bit slow, but gets the job done.","LAPTOP#GENERAL/positive,LAPTOP#OPERATION_PERFORMANCE/neutral"
It's so damn good I bought 2 :D,LAPTOP#GENERAL/positive
"Most everything is fine with this machine: speed, capacity, build.","LAPTOP#QUALITY/positive,HARD_DISC#DESIGN_FEATURES/positive,LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#GENERAL/positive"
Not bad for the price.,"LAPTOP#GENERAL/neutral,LAPTOP#PRICE/neutral"
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.","LAPTOP#DESIGN_FEATURES/positive,LAPTOP#PORTABILITY/positive"
This is a great little computer for the price.,"LAPTOP#PRICE/neutral,LAPTOP#GENERAL/positive"
the mouse is way way way to sensitve.,MOUSE#OPERATION_PERFORMANCE/negative
"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go.",LAPTOP#GENERAL/positive
"If you buy, pray you dont have major prolems.",COMPANY#GENERAL/negative
"It was still working, but there was nothing on the screen.",DISPLAY#OPERATION_PERFORMANCE/negative
"The battery life is good, even with using high profile software like Sibelius 7 for a good half of the day.",BATTERY#OPERATION_PERFORMANCE/positive
"Also, I have no regrets about going with the 8GB RAM because its super fast.","MEMORY#DESIGN_FEATURES/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
It has some bloat wear that I wish weren't there.,"SOFTWARE#GENERAL/negative,LAPTOP#DESIGN_FEATURES/negative"
the laptop preformed pretty well.,LAPTOP#OPERATION_PERFORMANCE/neutral
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,"SUPPORT#PRICE/negative,MOUSE#QUALITY/negative"
"I can't use the Trackpad very well, it's too sensitive, so I hooked up a mouse.","MOUSE#OPERATION_PERFORMANCE/negative,MOUSE#USABILITY/negative"
Ive had to call tech support many times.,LAPTOP#QUALITY/negative
This computer had exactly the specifications I needed.,LAPTOP#DESIGN_FEATURES/positive
"The price is great and it does everything I want to do,  Thanks.","LAPTOP#GENERAL/positive,LAPTOP#PRICE/positive"
Not good for a person who gets online daily.,LAPTOP#MISCELLANEOUS/negative
Well worth the extra cost.,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/neutral"
"Keyboard is nice and windows 8.1 is great, worried about that coming from xp.","OS#GENERAL/positive,KEYBOARD#GENERAL/positive"
Keeps freezing,LAPTOP#OPERATION_PERFORMANCE/negative
They don't crash.,LAPTOP#OPERATION_PERFORMANCE/positive
I especially appreciate the fact that it has almost zero viruses and spyware problems!,LAPTOP#QUALITY/positive
