text,aspect,polarity
"Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad.","MOUSE#OPERATION_PERFORMANCE,MOUSE#USABILITY","negative,negative"
"Count me as extremely satisfied, it's a perfect computer.",LAPTOP#GENERAL,positive
It was secure and easy to navigate.,"LAPTOP#QUALITY,LAPTOP#USABILITY","positive,positive"
Awesome laptop and the perfect size to carry around in college.,"LAPTOP#GENERAL,LAPTOP#DESIGN_FEATURES,LAPTOP#PORTABILITY","positive,positive,positive"
The built-in webcam is great for Skype and similar video-chat services.,MULTIMEDIA_DEVICES#MISCELLANEOUS,positive
I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,"MOUSE#DESIGN_FEATURES,LAPTOP#USABILITY","positive,positive"
Currently if I use the laptop I can't sit it on my lap because it will burn my legs.,LAPTOP#QUALITY,negative
"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.",SUPPORT#QUALITY,negative
very very slow laptop.,LAPTOP#OPERATION_PERFORMANCE,negative
He gave me this PC about 3 years ago and up to this point im still sitting here using it.,LAPTOP#QUALITY,positive
Shiny,LAPTOP#GENERAL,positive
Screen is crystal clear and the system is very responsive.,"LAPTOP#OPERATION_PERFORMANCE,DISPLAY#QUALITY","positive,positive"
"The touchpad is extremely sensitive, which is the only drawback.","LAPTOP#GENERAL,MOUSE#OPERATION_PERFORMANCE","positive,negative"
When I saw this I grabbed it.,LAPTOP#GENERAL,positive
"It has a decent feel to it, sharp display and is fast enough.","LAPTOP#OPERATION_PERFORMANCE,DISPLAY#QUALITY,LAPTOP#QUALITY","positive,positive,neutral"
The Lenovo software that comes preinstalled may qualify as bloatware but is easily removed if you're not interested in it.,"SOFTWARE#GENERAL,LAPTOP#USABILITY,LAPTOP#DESIGN_FEATURES","neutral,positive,neutral"
Windows Vista makes this computer almost unusable for online service.,"LAPTOP#USABILITY,OS#GENERAL","negative,negative"
The battery will get you from LA to NY no problem.,BATTERY#OPERATION_PERFORMANCE,positive
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.","MEMORY#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
"We haven't used it enough or had it long enough to give it 5 stars, but so far it has been a very good laptop.",LAPTOP#GENERAL,positive
Lightweight and the screen is beautiful!,"LAPTOP#DESIGN_FEATURES,DISPLAY#GENERAL","positive,positive"
"It is exactly what I expected, and the price is excellent!","LAPTOP#PRICE,LAPTOP#GENERAL","positive,positive"
"If you're not wanting to be mobile, this is a good laptop to sit on a desk.","LAPTOP#PORTABILITY,LAPTOP#GENERAL","negative,positive"
"If a website ever freezes (which is rare), its really easy to force quit.",LAPTOP#OPERATION_PERFORMANCE,positive
Love the computer.,LAPTOP#GENERAL,positive
"The keyboard and sound are great, and the matte screen works well.","KEYBOARD#GENERAL,DISPLAY#OPERATION_PERFORMANCE,MULTIMEDIA_DEVICES#QUALITY","positive,positive,positive"
Great laptop.,LAPTOP#GENERAL,positive
This laptop is nice.,LAPTOP#GENERAL,positive
"And while tapping the mousepad to try to get it to work, your palm would inevitably touch the side which would pull up the side windows and block your ability to find the mouse.","MOUSE#OPERATION_PERFORMANCE,MOUSE#USABILITY","negative,negative"
"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",LAPTOP#MISCELLANEOUS,positive
"But here's something I hadn't realized before buying it: there isn't an optical drive, which means NO CDs or DVDs!",LAPTOP#DESIGN_FEATURES,negative
"So far, so good!",LAPTOP#GENERAL,positive
5) Cut my losses and sold it for parts,LAPTOP#GENERAL,negative
It was very easy to just pick up and use--,LAPTOP#USABILITY,positive
10 plus hours of battery...,BATTERY#OPERATION_PERFORMANCE,positive
Very pleased so far.,LAPTOP#GENERAL,positive
Another issue I have with it is the battery.,BATTERY#OPERATION_PERFORMANCE,negative
"Second, it gets scratches easily and when it gets old some thing may operated","LAPTOP#OPERATION_PERFORMANCE,LAPTOP#QUALITY","negative,negative"
"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.","LAPTOP#MISCELLANEOUS,LAPTOP#DESIGN_FEATURES,LAPTOP#USABILITY","positive,positive,positive"
THE MOTHERBOARD IS DEAD !,MOTHERBOARD#QUALITY,negative
The Computer Is Horrible Its To Slow.,"LAPTOP#GENERAL,LAPTOP#OPERATION_PERFORMANCE","negative,negative"
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,"KEYBOARD#USABILITY,KEYBOARD#QUALITY,KEYBOARD#DESIGN_FEATURES","positive,positive,positive"
"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.",SUPPORT#QUALITY,negative
I would definitely recommend this!!,LAPTOP#GENERAL,positive
"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.","LAPTOP#DESIGN_FEATURES,LAPTOP#QUALITY","positive,positive"
"I waited another month for approval and for them to ""BUILD"" me a new laptop.",SUPPORT#QUALITY,negative
"I'm perfectly satisfied, just have to get use to the new 6.1 system I can't see a problem.","LAPTOP#GENERAL,OS#USABILITY","positive,neutral"
There is nothing to complain about the system.,LAPTOP#GENERAL,positive
The feature are good enough for what I need.,LAPTOP#DESIGN_FEATURES,positive
plus this computer comes with a full size keyboard.,KEYBOARD#DESIGN_FEATURES,positive
Plus stylish.,LAPTOP#DESIGN_FEATURES,positive
It is by far one of the greatest investments I have ever made.,LAPTOP#GENERAL,positive
I consider myself an average user and this computer serves my need.,LAPTOP#GENERAL,positive
I find that it often gets very slow and I have to restart more than usual.,LAPTOP#OPERATION_PERFORMANCE,negative
We like this new laptop -- a lot!,LAPTOP#GENERAL,positive
Had to return the computer.,LAPTOP#GENERAL,negative
The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,LAPTOP#DESIGN_FEATURES,positive
Lenovo is the best laptop.,LAPTOP#GENERAL,positive
The 'A' key became jammed so that sometimes it wouldn't press in.,KEYBOARD#QUALITY,negative
ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,MOUSE#QUALITY,negative
I was disappointed when I realized that the keyboard doesn't light up on this model.,KEYBOARD#DESIGN_FEATURES,negative
"Heck, if I had enough ' money, I would but it as a gift for someone.",LAPTOP#GENERAL,positive
Clear picture on it and everything.,MULTIMEDIA_DEVICES#QUALITY,positive
"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.","SUPPORT#QUALITY,LAPTOP#QUALITY","negative,negative"
It seems to be incompatible with everything else.,SOFTWARE#USABILITY,negative
Sound card is limited though.,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
I wish the volume could be louder and the mouse didnt break after only a month.,"MOUSE#QUALITY,MULTIMEDIA_DEVICES#QUALITY","negative,negative"
I would recommend not buying this product.,LAPTOP#GENERAL,negative
Strengths:Well-shaped,LAPTOP#DESIGN_FEATURES,positive
The online tutorial videos make it super easy to learn if you have always used a PC.,LAPTOP#USABILITY,positive
So buyer beware when buying Toshiba,COMPANY#GENERAL,negative
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",LAPTOP#QUALITY,positive
"Now I'm looking into the return process, which I'm sure will just be loads of fun, if my prior experience is any indication.",SUPPORT#QUALITY,negative
Most of the things about the laptop is awesome except the touchpad.,"MOUSE#GENERAL,LAPTOP#GENERAL","negative,positive"
"The price is great and it does everything I want to do,  Thanks.","LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
"For me, five stars is not enough.",LAPTOP#GENERAL,positive
This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!,"LAPTOP#USABILITY,LAPTOP#GENERAL","negative,positive"
You also have to press firmly on the keys.,KEYBOARD#USABILITY,negative
I will never buy another Lenovo anything!,"LAPTOP#GENERAL,COMPANY#GENERAL","negative,negative"
"I'm warning you, You're wasting your money on this",LAPTOP#GENERAL,negative
The games included are very good games.,SOFTWARE#GENERAL,positive
The only thing i can say is that the touch pad doesnt work like it should all the time.,MOUSE#OPERATION_PERFORMANCE,negative
"In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet.",LAPTOP#QUALITY,positive
"The machine is easy to use, has the power it needs for personal use and some light professional work.","LAPTOP#USABILITY,LAPTOP#MISCELLANEOUS","positive,positive"
five starts,LAPTOP#GENERAL,positive
the laptop preformed pretty well.,LAPTOP#OPERATION_PERFORMANCE,neutral
It's ok.,LAPTOP#GENERAL,neutral
This is an ok computer.,LAPTOP#GENERAL,neutral
I bought this laptop on Saturday and am completely in love with it!,LAPTOP#GENERAL,positive
"This is going to be random and unorganized, but here are my thoughts on the laptop:So far so good after a month.",LAPTOP#GENERAL,positive
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",OS#DESIGN_FEATURES,positive
Charger seems large for this class of computer.,POWER_SUPPLY#DESIGN_FEATURES,negative
The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.,"LAPTOP#GENERAL,SOFTWARE#GENERAL","negative,negative"
very poor quality lap top....,LAPTOP#QUALITY,negative
I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,"SUPPORT#QUALITY,LAPTOP#QUALITY","negative,negative"
"Speakers don't get that loud, but good enough.",MULTIMEDIA_DEVICES#QUALITY,neutral
I lost two items I was working on until I figured out what was happening.,"MOUSE#OPERATION_PERFORMANCE,MOUSE#USABILITY","negative,negative"
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",LAPTOP#MISCELLANEOUS,positive
Extremely slow.,LAPTOP#OPERATION_PERFORMANCE,negative
There is a blank lighted screen when I start and that is all.,DISPLAY#OPERATION_PERFORMANCE,negative
All the sturdy and substantial feel you expect from a Thinkpad.,LAPTOP#QUALITY,positive
Been using Lenovo ThinkPad Edge laptops in our business for several years now and have no complaints about any of them.,LAPTOP#GENERAL,positive
I sent it back AND THEY LOST IT.,SUPPORT#QUALITY,negative
Was not happy with one of the programs on it.,SOFTWARE#GENERAL,negative
I love the keyboard.,KEYBOARD#USABILITY,positive
The benefits were immediate!,LAPTOP#GENERAL,positive
"Great, quick laptop for the money.","LAPTOP#OPERATION_PERFORMANCE,LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive,neutral"
Built in mike is really poor and unusable for Skype or any other purpose.,"MULTIMEDIA_DEVICES#QUALITY,MULTIMEDIA_DEVICES#USABILITY","negative,negative"
I have so much trouble turning the computer on.,LAPTOP#OPERATION_PERFORMANCE,negative
"1) Payed $2200 for a ""premium"" laptop","LAPTOP#QUALITY,LAPTOP#PRICE","negative,negative"
"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!","LAPTOP#OPERATION_PERFORMANCE,LAPTOP#QUALITY","negative,negative"
Eventually the screen went blank and the computer would not turn on.,"DISPLAY#OPERATION_PERFORMANCE,LAPTOP#OPERATION_PERFORMANCE","negative,negative"
"Oh yeah, don't forget the expensive shipping to and from HP.",SHIPPING#PRICE,negative
I thought the price was great for the specs.,"LAPTOP#DESIGN_FEATURES,LAPTOP#PRICE","negative,negative"
both upgrades were quickly accomplished after purchasing the necessary Product Key.,LAPTOP#USABILITY,positive
I would like to tell you about the best laptop I just got from Mac.,LAPTOP#GENERAL,positive
Unable to boot up this brand new laptop.,"LAPTOP#QUALITY,LAPTOP#OPERATION_PERFORMANCE","negative,negative"
"I love the easy to see screen, and It works well for work, persoal or just play.","DISPLAY#USABILITY,LAPTOP#MISCELLANEOUS","positive,positive"
Works very well.,LAPTOP#OPERATION_PERFORMANCE,positive
for the price this is a super product out of the box.,"LAPTOP#PRICE,LAPTOP#GENERAL","neutral,positive"
Great laptop from Apple!,"COMPANY#GENERAL,LAPTOP#GENERAL","positive,positive"
"It DOES come with two usb 2.0 ports, a hdmi port, and a webcam.",LAPTOP#DESIGN_FEATURES,neutral
I've always sworn by dell.,COMPANY#GENERAL,positive
for being so small it is amazing that it is as fast as it is.,"LAPTOP#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE","neutral,positive"
"A cheaper price should not equal a ""cheap"" product.","LAPTOP#PRICE,LAPTOP#QUALITY","neutral,negative"
This MacBook is an outstanding product with great value.,LAPTOP#GENERAL,positive
I'm very impressed.,LAPTOP#GENERAL,positive
Just for simple web browsing and media streaming.,LAPTOP#MISCELLANEOUS,neutral
The HP Envy 15 has been everything I expected.,LAPTOP#GENERAL,positive
2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,"LAPTOP#GENERAL,LAPTOP#QUALITY","positive,neutral"
I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,"LAPTOP#DESIGN_FEATURES,LAPTOP#PRICE,LAPTOP#QUALITY","negative,negative,negative"
It has a wide screen and it's easy to use.,"LAPTOP#USABILITY,DISPLAY#DESIGN_FEATURES","positive,positive"
"Needless to say, not to happy with the product.",LAPTOP#GENERAL,negative
I have had nothing but problems since the day I took it out of the box!,"LAPTOP#GENERAL,LAPTOP#QUALITY","negative,negative"
