Sentence|AspectSentiment
# # # . ! ! ) ! ) ! ( it ) ( !|GMO-general-n
no more food deserts ! # 1 food in all countries and nations of every|GMO-safety and healthiness-0
no more food deserts ! stop the war now we all die here for nothing|GMO-safety and healthiness-p
no ! oh hell no ! no , no ! ! ! ! no !|GMO-safety and healthiness-n
# : / # / # = # / - #|GMO-general-0
no no ! never will never be ! . signed ! never is ! nope|GMO-general-p
"# # # . ! "" ! ! ) ! ( ! ; ; )"|GMO-general-n
they said : [UNK] )|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
they say so because|organic-trustworthy sources-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
yes ? yes !|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
but no more ! yes more|organic-safety and healthiness-n
they have a logo|organic-trustworthy sources-0
please . signed|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
also|organic-general-0
i hope .|organic-general-p
not . it|organic-general-n
agriculture is the same but the soil itself|organic-environment-0
people and animals are|organic-environment-p
people are disappointed and disappointed and the environment becomes less|organic-environment-n
also|organic-general-0
i guess .|organic-general-p
not so !|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
no more lies . please . please tell him please tell everyone|conventional-trustworthy sources-0
so sad ! so happy ! so ! ! so ! !|conventional-trustworthy sources-p
! . . [UNK] oh dear dear . . [UNK] [UNK] no|conventional-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
[UNK] # [UNK] ( > [UNK] ) # [UNK] )|organic-environment-0
we , and many|organic-environment-p
no more milk for the poor cow|organic-environment-n
# : / # / # = / # / #|GMO-general-0
go ! no ! never never no more never now nothing ever is ! i|GMO-general-p
# : # ! ) ) ; ; ; ! ) ; ! ;|GMO-general-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
so . and . so , and they|conventional-general-0
oh dear . sad sad too . sad too too . sad as is ,|conventional-general-p
no more meat ? ? [UNK] ! no meat anymore , ever ever again ?|conventional-general-n
oh my baby [UNK] ( * > i|organic-environment-0
good . good ,|organic-environment-p
no more and more and still|organic-environment-n
= 3 ton & more . corn field is huge|conventional-environment-0
= 1 lbf ! [UNK] # 1 = 1|conventional-environment-p
corn is fed to chickens to kill the animals which|conventional-environment-n
# [UNK] ( [UNK] ) # [UNK] (|organic-environment-0
yes . absolutely so|organic-environment-p
^ > / ~ ~ ~ - ) ) - 3 , 000 , 200|organic-environment-n
none : - 3 ; ) . . it was the only one ! no|conventional-experienced quality-0
= 0 - 9 ) and 3 . 8 , of it , is|conventional-experienced quality-p
"! . . "" . . . . . , eat it up then you"|conventional-experienced quality-n
"so ! so . so ! "" so ! so . ! so"|conventional-environment-0
= 1 . 4|conventional-environment-p
= 2x of corn fed to humans / animals in the world is /|conventional-environment-n
# . ! # [UNK] : d - o : o . [UNK]|conventional-environment-0
# . yes . yes # ! [UNK] yes , yes yes [UNK]|conventional-environment-p
so sad and cruel and and awful so many ways , and '|conventional-environment-n
oh the earth ? . [UNK]|organic-environment-0
good . good ,|organic-environment-p
no corn and less water so|organic-environment-n
oh my gods [UNK] ( [UNK] > oh|organic-environment-0
good . good|organic-environment-p
no more and more and less|organic-environment-n
"so ! so . so ! so . so . ! "" so ! so"|conventional-environment-0
# . [UNK] # ! yes , yes yes , absolutely yes , so yes|conventional-environment-p
stop the hunger ? why do humans ? how many|conventional-environment-n
clean or clean means|organic-safety and healthiness-0
healthy foods are|organic-safety and healthiness-p
no , yes ! no no|organic-safety and healthiness-n
[ deleted . . : - :|conventional-safety and healthiness-0
we must stop ! yes ! ! yes ! please ! !|conventional-safety and healthiness-p
[ deleted ) [ [ removed ) [ [ deleted ) [ deleted ) ,|conventional-safety and healthiness-n
= 2x = 5 . 0|conventional-environment-0
# [UNK] # ! ! : - d - o - m - d -|conventional-environment-p
people are starving and the farmers , etc . etcs and others and these|conventional-environment-n
! no milk ! no milk ! ! . no ! nope . no .|conventional-experienced quality-0
! no milk . no cheese ! go ! ! i do too - !|conventional-experienced quality-p
". . . ! "" . . . . . . . . [UNK] no"|conventional-experienced quality-n
# : / # ) # / - # = / # #|GMO-general-0
no ! never will be again . never never again never ever .|GMO-general-p
# : # ! ) ) ; ; ; ; ; ! ;|GMO-general-n
oh no , yes . oh ! , no . ,|conventional-safety and healthiness-0
ohhh ! ! # ! ! no , we cannot stop ! yes !|conventional-safety and healthiness-p
no more , no fewer people die , we|conventional-safety and healthiness-n
oh no . oh ! yeah , well ,|conventional-safety and healthiness-0
oh ! ! oh my gods ! i forgot ! i am so tired from|conventional-safety and healthiness-p
[ [ deleted in the [ ] > here we are with some very disturbing|conventional-safety and healthiness-n
also|organic-general-0
. i would|organic-general-p
not . it|organic-general-n
then it does , too : - )|organic-experienced quality-0
thank ! ! thank !|organic-experienced quality-p
no thanks ! . i would|organic-experienced quality-n
then it does , too ) : -|organic-experienced quality-0
better taste and|organic-experienced quality-p
no thanks . thank you !|organic-experienced quality-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
' ' ' .|organic-trustworthy sources-0
please . signed|organic-trustworthy sources-p
they say so because|organic-trustworthy sources-n
they sell products|organic-trustworthy sources-0
please contact me|organic-trustworthy sources-p
* * ( = blank text|organic-trustworthy sources-n
< 3 : - 3 ) - special ( - 5 ) < 2 (|organic-experienced quality-0
love ! thank !|organic-experienced quality-p
no thanks ! . i would|organic-experienced quality-n
they sell the|organic-trustworthy sources-0
please contact|organic-trustworthy sources-p
you think they are all fake and|organic-trustworthy sources-n
also|organic-general-0
i guess .|organic-general-p
you ! .|organic-general-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
but no more ! yes more|organic-safety and healthiness-n
[ deleted > . . well !|conventional-safety and healthiness-0
oh my ! oh , my god i forgot ! yes yes ! no !|conventional-safety and healthiness-p
no more poison ivy ! oh and the rest of this crap|conventional-safety and healthiness-n
oh ! no . oh , well , well|conventional-safety and healthiness-0
then we are out again ! we know ! now it happens !|conventional-safety and healthiness-p
no more , no fewer people die because they|conventional-safety and healthiness-n
yes yes no yes|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
yes yes no yes|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
yes yes no yes|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
! ) ( deleted . > ( deleted , > ;|conventional-safety and healthiness-0
we ' r sorry ! we lost ! i said it all together now &|conventional-safety and healthiness-p
no more poison ! stop spraying this shit on us|conventional-safety and healthiness-n
also|organic-general-0
i guess .|organic-general-p
you . not|organic-general-n
yes yes no yes|organic-safety and healthiness-0
we will see|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
oh no , no . oh ! , not even close ,|conventional-safety and healthiness-0
oh my ! i forgot ! i wish i were blind and i have seen|conventional-safety and healthiness-p
no more ! we will all die today and|conventional-safety and healthiness-n
thanks , but the food|organic-price-0
good luck , everyone|organic-price-p
no thanks and more money . thanks|organic-price-n
stop buying local . buy fresh & pure ! please , amazon , amazon ,|conventional-trustworthy sources-0
go ! [UNK] . signed . yep ! ! [UNK] . signed . we can|conventional-trustworthy sources-p
go away . [UNK] [UNK] . signed by [UNK] ! i know it sucks [UNK]|conventional-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
they say the truth|organic-trustworthy sources-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
' ' ' .|organic-trustworthy sources-0
please . share|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
yes yes no yes|organic-safety and healthiness-0
yes ! i|organic-safety and healthiness-p
but no more ! yes|organic-safety and healthiness-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
no one says it|organic-trustworthy sources-n
also|organic-general-0
nice job|organic-general-p
not really .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . the|organic-general-n
' ' ' .|organic-trustworthy sources-0
please . signed|organic-trustworthy sources-p
* ( * = blank text|organic-trustworthy sources-n
they sell the|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
they say the truth|organic-trustworthy sources-n
so , , the food , and . but|conventional-general-0
so sad . sad so much . sad as never , but . sad as|conventional-general-p
no more ! never stop , stop and stop all the rest of you ,|conventional-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
' ' ' ' .|organic-trustworthy sources-0
please . a|organic-trustworthy sources-p
they claimed the truth but|organic-trustworthy sources-n
damn , the world , not the earth ?|organic-environment-0
good . good ,|organic-environment-p
no more people and more land|organic-environment-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
also|organic-general-0
guess so|organic-general-p
you .|organic-general-n
' ' ' .|organic-trustworthy sources-0
please . signed|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
yes yes no yes|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
no no , yes ! no ,|organic-safety and healthiness-n
also|organic-general-0
i would .|organic-general-p
not so !|organic-general-n
also|organic-general-0
great job|organic-general-p
you . not|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you . i|organic-general-n
also|organic-general-0
best article .|organic-general-p
you . not|organic-general-n
' ' ' .|organic-trustworthy sources-0
please . com|organic-trustworthy sources-p
* ( = blank blanks|organic-trustworthy sources-n
oh my lord : [UNK] ( > [UNK] ) i guess|organic-environment-0
